Time(s),0.00Hz_dB,86.13Hz_dB,172.27Hz_dB,258.40Hz_dB,344.53Hz_dB,430.66Hz_dB,516.80Hz_dB,602.93Hz_dB,689.06Hz_dB,775.20Hz_dB,861.33Hz_dB,947.46Hz_dB,1033.59Hz_dB,1119.73Hz_dB,1205.86Hz_dB,1291.99Hz_dB,1378.12Hz_dB,1464.26Hz_dB,1550.39Hz_dB,1636.52Hz_dB,1722.66Hz_dB,1808.79Hz_dB,1894.92Hz_dB,1981.05Hz_dB,2067.19Hz_dB,2153.32Hz_dB,2239.45Hz_dB,2325.59Hz_dB,2411.72Hz_dB,2497.85Hz_dB,2583.98Hz_dB,2670.12Hz_dB,2756.25Hz_dB,2842.38Hz_dB,2928.52Hz_dB,3014.65Hz_dB,3100.78Hz_dB,3186.91Hz_dB,3273.05Hz_dB,3359.18Hz_dB,3445.31Hz_dB,3531.45Hz_dB,3617.58Hz_dB,3703.71Hz_dB,3789.84Hz_dB,3875.98Hz_dB,3962.11Hz_dB,4048.24Hz_dB,4134.38Hz_dB,4220.51Hz_dB,4306.64Hz_dB,4392.77Hz_dB,4478.91Hz_dB,4565.04Hz_dB,4651.17Hz_dB,4737.30Hz_dB,4823.44Hz_dB,4909.57Hz_dB,4995.70Hz_dB,5081.84Hz_dB,5167.97Hz_dB,5254.10Hz_dB,5340.23Hz_dB,5426.37Hz_dB,5512.50Hz_dB,5598.63Hz_dB,5684.77Hz_dB,5770.90Hz_dB,5857.03Hz_dB,5943.16Hz_dB,6029.30Hz_dB,6115.43Hz_dB,6201.56Hz_dB,6287.70Hz_dB,6373.83Hz_dB,6459.96Hz_dB,6546.09Hz_dB,6632.23Hz_dB,6718.36Hz_dB,6804.49Hz_dB,6890.62Hz_dB,6976.76Hz_dB,7062.89Hz_dB,7149.02Hz_dB,7235.16Hz_dB,7321.29Hz_dB,7407.42Hz_dB,7493.55Hz_dB,7579.69Hz_dB,7665.82Hz_dB,7751.95Hz_dB,7838.09Hz_dB,7924.22Hz_dB,8010.35Hz_dB,8096.48Hz_dB,8182.62Hz_dB,8268.75Hz_dB,8354.88Hz_dB,8441.02Hz_dB,8527.15Hz_dB,8613.28Hz_dB,8699.41Hz_dB,8785.55Hz_dB,8871.68Hz_dB,8957.81Hz_dB,9043.95Hz_dB,9130.08Hz_dB,9216.21Hz_dB,9302.34Hz_dB,9388.48Hz_dB,9474.61Hz_dB,9560.74Hz_dB,9646.88Hz_dB,9733.01Hz_dB,9819.14Hz_dB,9905.27Hz_dB,9991.41Hz_dB,10077.54Hz_dB,10163.67Hz_dB,10249.80Hz_dB,10335.94Hz_dB,10422.07Hz_dB,10508.20Hz_dB,10594.34Hz_dB,10680.47Hz_dB,10766.60Hz_dB,10852.73Hz_dB,10938.87Hz_dB,11025.00Hz_dB
0.505805,240.940308,1280.748434,957.952852,86.868783,36.402149,17.247816,15.570676,18.398079,61.237589,111.989161,290.571228,50.075914,2.631132,11.637747,12.162569,1.716089,1.201964,3.757312,7.772345,5.044043,2.856585,2.322593,3.204365,0.557469,0.565544,2.233692,1.980268,1.935910,1.792957,0.512963,0.198871,0.070815,0.125906,0.198953,0.198900,0.447669,0.265641,0.144137,0.290584,0.310533,0.215862,0.072020,0.020795,0.069783,0.069002,0.041306,0.042290,0.049475,0.062758,0.029558,0.019530,0.049266,0.044554,0.035463,0.033149,0.038164,0.029069,0.013007,0.013862,0.009152,0.019508,0.018454,0.023697,0.014788,0.008963,0.005505,0.004698,0.005774,0.004515,0.008674,0.010339,0.025494,0.038881,0.018316,0.009371,0.013864,0.018043,0.016919,0.011386,0.008515,0.031381,0.022104,0.006880,0.006548,0.005853,0.005934,0.007153,0.008893,0.009241,0.006761,0.005481,0.004018,0.007429,0.006911,0.006027,0.004210,0.005366,0.005854,0.005971,0.005643,0.005301,0.005305,0.005386,0.005305,0.005391,0.005676,0.005660,0.005447,0.005309,0.005169,0.005025,0.005143,0.005327,0.005236,0.005086,0.005094,0.005213,0.005264,0.005201,0.005244,0.005243,0.005080,0.004825,0.004794,0.004887,0.005072,0.005209,0.005196,0.002575
0.555805,33.211158,271.126223,304.378229,53.428978,151.977171,24.024992,19.626996,73.511040,82.391497,88.138572,155.821311,27.009575,5.515564,12.053478,12.148016,11.747965,17.050819,17.966609,9.542233,3.167373,0.265289,0.405928,0.252362,0.315590,0.537151,0.413706,0.146884,0.183685,0.204923,0.136138,0.070146,0.332770,0.726638,0.281076,0.135412,0.263343,0.126601,0.265367,0.276997,0.174996,0.070699,0.010648,0.075094,0.042895,0.009174,0.013963,0.003423,0.002287,0.006136,0.005954,0.013625,0.050091,0.044583,0.006094,0.008999,0.026218,0.018548,0.006894,0.004599,0.008890,0.031158,0.016176,0.012219,0.021374,0.020033,0.007648,0.004116,0.001069,0.003488,0.004682,0.001100,0.003149,0.003771,0.005174,0.007699,0.004406,0.002773,0.007963,0.011559,0.005619,0.002587,0.002160,0.002839,0.005747,0.002719,0.002000,0.004130,0.007960,0.001717,0.001041,0.000794,0.000836,0.000188,0.000044,0.000041,0.000070,0.000125,0.000189,0.000116,0.000248,0.000065,0.000016,0.000024,0.000068,0.000021,0.000098,0.000066,0.000009,0.000020,0.000023,0.000012,0.000025,0.000020,0.000020,0.000032,0.000030,0.000011,0.000012,0.000010,0.000001,0.000019,0.000025,0.000030,0.000029,0.000021,0.000034,0.000022,0.000018,0.000006
0.605805,106.527637,379.798853,151.214733,78.678406,83.441788,17.936096,31.575076,86.609804,130.337232,295.972339,240.490311,60.143949,29.158259,1.848848,8.101472,12.612351,10.627832,9.151659,4.761490,3.127653,0.859147,2.210106,1.794996,0.757553,0.410520,0.625300,0.348139,0.461282,1.144230,0.965227,0.620030,0.495627,1.343638,0.927851,0.464051,0.158923,0.050167,0.232921,0.242084,0.127993,0.156573,0.134448,0.054293,0.024474,0.025894,0.017962,0.024778,0.026370,0.029247,0.080437,0.130487,0.052779,0.023630,0.037685,0.067664,0.053993,0.050695,0.085110,0.072716,0.046688,0.034476,0.027151,0.032538,0.029875,0.019392,0.028211,0.027947,0.019321,0.021470,0.029454,0.028653,0.022489,0.017613,0.023011,0.038137,0.044300,0.045748,0.033200,0.013800,0.005714,0.003703,0.007456,0.011899,0.012388,0.016761,0.020138,0.016595,0.012968,0.011930,0.014885,0.017947,0.016879,0.018556,0.018922,0.017950,0.015880,0.014914,0.013643,0.013177,0.013322,0.014141,0.014762,0.013811,0.013565,0.013584,0.013355,0.013436,0.012985,0.012291,0.011887,0.011823,0.011895,0.011848,0.012050,0.012645,0.012644,0.011923,0.011702,0.011947,0.011996,0.012067,0.011891,0.011436,0.011871,0.012731,0.013086,0.012679,0.011712,0.005616
0.655805,73.013677,232.876553,186.401513,74.032182,235.152297,44.385057,28.889636,154.963225,66.483402,6.708476,2.546207,2.628686,6.251518,0.740379,7.002476,7.738822,2.443338,0.519383,5.924216,0.273314,13.230577,6.906577,0.590728,0.579271,0.121785,0.382421,1.479537,0.440666,0.036032,0.239472,0.026998,2.312265,5.963534,2.573399,0.173274,0.116447,0.048119,0.201504,0.339052,0.136938,0.001890,0.070036,0.052029,0.092893,0.076252,0.042944,0.123465,0.037281,0.025267,0.018973,0.087090,0.068056,0.013393,0.050466,0.033504,0.036233,0.069726,0.039197,0.041425,0.053349,0.079589,0.008868,0.054119,0.056521,0.053921,0.007313,0.028824,0.028800,0.033936,0.018104,0.006670,0.012975,0.028474,0.023405,0.017432,0.020940,0.004021,0.013570,0.034399,0.045691,0.034413,0.016295,0.009381,0.010829,0.010053,0.005245,0.011458,0.000894,0.012994,0.016502,0.007077,0.003143,0.001456,0.004305,0.000651,0.000690,0.000781,0.001537,0.000612,0.000009,0.000159,0.000039,0.000007,0.000004,0.000007,0.000022,0.000006,0.000017,0.000041,0.000026,0.000021,0.000116,0.000114,0.000019,0.000009,0.000004,0.000019,0.000035,0.000051,0.000076,0.000036,0.000018,0.000005,0.000011,0.000010,0.000002,0.000005,0.000053,0.000019
0.705805,50.702212,249.115901,214.551970,86.198974,47.366962,22.644356,9.522012,39.622549,77.606853,11.746095,15.921595,4.108143,0.391935,0.640291,5.182402,12.175107,4.814758,14.985195,19.030250,4.079947,0.859385,0.166874,0.409463,1.548920,4.057398,3.924284,1.828344,1.022369,0.916394,0.342183,0.415957,0.381079,0.245084,0.033111,0.051934,0.026522,0.056265,0.041637,0.089007,0.078674,0.040234,0.023378,0.058074,0.041961,0.064393,0.086069,0.037631,0.016955,0.012996,0.022731,0.015512,0.005586,0.003104,0.005206,0.012228,0.013743,0.018461,0.011421,0.006032,0.008282,0.007033,0.007773,0.007812,0.009952,0.012548,0.010061,0.005274,0.002557,0.003829,0.002352,0.004661,0.005147,0.003105,0.002633,0.007541,0.006661,0.009425,0.008021,0.002791,0.007337,0.019724,0.010482,0.004717,0.013776,0.010028,0.004052,0.004607,0.004680,0.002595,0.000587,0.001447,0.000636,0.000545,0.000279,0.000416,0.000274,0.000401,0.000105,0.000268,0.000239,0.000104,0.000033,0.000025,0.000007,0.000005,0.000028,0.000033,0.000010,0.000010,0.000024,0.000011,0.000002,0.000027,0.000060,0.000040,0.000011,0.000019,0.000020,0.000016,0.000006,0.000014,0.000018,0.000016,0.000026,0.000012,0.000021,0.000038,0.000024,0.000005
0.755805,14.236467,182.612643,55.499916,13.551276,25.652960,17.804029,12.612520,132.852650,118.547009,27.546322,27.387153,19.935071,6.465191,3.106762,0.957833,1.131048,1.336581,9.792635,5.980014,2.435099,1.484282,1.752774,0.918011,0.622864,1.153847,1.178654,0.783162,0.451773,0.129346,0.151931,0.072485,0.188447,0.852024,0.377446,0.212977,0.478964,0.144977,0.126231,0.216376,0.099633,0.107185,0.104556,0.037516,0.004942,0.016892,0.019907,0.021573,0.041988,0.021852,0.018411,0.012678,0.012181,0.005940,0.006454,0.007192,0.002263,0.014147,0.007817,0.001558,0.006813,0.011992,0.012562,0.010650,0.005552,0.004796,0.006677,0.009548,0.006782,0.001546,0.001550,0.001537,0.001003,0.002630,0.006163,0.005818,0.003088,0.008541,0.010100,0.009000,0.012068,0.006104,0.000672,0.000567,0.001895,0.004615,0.002519,0.000104,0.001775,0.003056,0.002175,0.000434,0.000559,0.000534,0.000386,0.000358,0.000108,0.000039,0.000125,0.000125,0.000067,0.000042,0.000094,0.000067,0.000023,0.000009,0.000006,0.000028,0.000030,0.000008,0.000026,0.000016,0.000024,0.000040,0.000040,0.000009,0.000008,0.000007,0.000004,0.000014,0.000024,0.000011,0.000007,0.000027,0.000037,0.000030,0.000026,0.000008,0.000008,0.000003
0.805805,119.344433,303.187360,49.339625,16.663732,46.011974,6.789230,19.349032,164.074268,189.630935,59.417541,99.350503,61.670264,1.846932,9.737319,3.973015,8.968259,8.883811,3.911658,3.842184,6.731214,2.578145,1.077920,3.730137,3.758405,1.282291,0.749256,0.755773,0.211925,0.468299,0.202417,0.019915,1.016465,4.322125,1.491446,0.236324,0.366125,0.153227,0.386336,0.469175,0.170136,0.028302,0.042471,0.051799,0.033704,0.046826,0.037528,0.016081,0.023412,0.021341,0.029348,0.020044,0.012790,0.000851,0.005376,0.009011,0.036906,0.034689,0.009660,0.000989,0.002704,0.007295,0.000731,0.004012,0.011109,0.009352,0.004987,0.007498,0.007799,0.007943,0.009105,0.001771,0.002095,0.002281,0.003460,0.002764,0.005638,0.011842,0.009815,0.004109,0.006815,0.003652,0.003040,0.001778,0.009827,0.007453,0.001256,0.001234,0.001498,0.000522,0.000238,0.000903,0.000864,0.001549,0.000941,0.000882,0.000493,0.000152,0.000062,0.000069,0.000092,0.000074,0.000020,0.000023,0.000009,0.000006,0.000017,0.000035,0.000035,0.000085,0.000069,0.000006,0.000017,0.000003,0.000010,0.000012,0.000010,0.000011,0.000014,0.000008,0.000005,0.000006,0.000003,0.000008,0.000009,0.000007,0.000012,0.000006,0.000012,0.000014
0.855805,36.227975,190.399933,60.814975,1.824157,1.246136,4.090598,9.437243,137.530205,143.954018,20.011773,40.376990,32.203527,7.534628,2.124068,4.431141,2.775318,0.544334,7.868810,10.325046,1.307546,3.357475,3.341600,0.751585,0.841138,0.704759,2.513734,0.782452,0.259310,1.591684,1.044179,0.344971,0.301311,0.468577,0.695433,0.409479,0.104091,0.100697,0.037365,0.123989,0.085744,0.027903,0.029133,0.086622,0.082467,0.069925,0.017727,0.011775,0.007155,0.030932,0.065699,0.046279,0.032121,0.013776,0.014934,0.007472,0.003850,0.004060,0.002622,0.010998,0.019107,0.005839,0.001187,0.001688,0.014282,0.021720,0.006579,0.001149,0.001865,0.007680,0.009566,0.003274,0.001257,0.001970,0.001997,0.006797,0.004528,0.003092,0.003532,0.016879,0.012415,0.007227,0.013013,0.011835,0.001602,0.001197,0.000725,0.000241,0.001651,0.001184,0.000504,0.000495,0.000293,0.000306,0.000043,0.000163,0.000087,0.000076,0.000068,0.000050,0.000135,0.000058,0.000038,0.000042,0.000028,0.000016,0.000019,0.000029,0.000058,0.000018,0.000032,0.000099,0.000079,0.000031,0.000004,0.000005,0.000011,0.000029,0.000016,0.000041,0.000072,0.000082,0.000036,0.000006,0.000034,0.000064,0.000033,0.000016,0.000007,0.000009
0.905805,9.723209,38.296111,20.929629,61.907660,32.689793,11.302940,6.433243,56.817159,111.984453,52.191474,139.795264,95.971715,11.167849,0.086556,0.812418,3.574326,13.049269,52.489272,38.346687,7.996176,0.744350,1.703672,0.512761,0.172812,0.573389,0.753399,0.462596,0.213526,0.030523,0.058016,0.145917,0.084483,0.321401,0.694756,0.177005,0.172361,0.157765,0.222123,0.162337,0.245555,0.198930,0.031446,0.010576,0.015689,0.006220,0.008166,0.042663,0.051649,0.025909,0.046048,0.093627,0.104755,0.015412,0.000622,0.012332,0.006766,0.001851,0.001881,0.006275,0.001403,0.009586,0.016087,0.000778,0.005789,0.006633,0.000650,0.005164,0.002151,0.004629,0.001356,0.000725,0.000486,0.002032,0.000235,0.005130,0.004506,0.000301,0.004021,0.004641,0.003599,0.004918,0.011394,0.008450,0.002846,0.001370,0.001034,0.001578,0.001083,0.006522,0.009346,0.003180,0.000835,0.000359,0.000104,0.000325,0.000369,0.000641,0.001341,0.000688,0.000032,0.000050,0.000050,0.000041,0.000008,0.000018,0.000007,0.000011,0.000007,0.000012,0.000022,0.000024,0.000010,0.000002,0.000016,0.000022,0.000003,0.000006,0.000018,0.000043,0.000014,0.000023,0.000002,0.000019,0.000014,0.000006,0.000027,0.000034,0.000007,0.000001
0.955805,1566.936351,4138.585096,1732.886352,53.306336,0.810044,4.614118,6.486547,77.539459,129.772730,24.897827,97.125917,27.368019,5.572672,13.609031,20.450088,15.403492,10.186923,12.601384,8.546975,2.728090,1.746831,0.708838,4.123466,7.021994,4.618701,0.972043,0.116496,0.434192,0.255386,0.263784,0.269309,0.064899,0.667769,0.953018,0.574328,0.055640,0.043289,0.065523,0.117364,0.035812,0.062706,0.061568,0.016593,0.011579,0.015453,0.048863,0.029184,0.011591,0.006717,0.009396,0.037666,0.040360,0.043211,0.090473,0.117087,0.051894,0.002038,0.019578,0.018145,0.006256,0.018147,0.039547,0.026966,0.128297,0.141390,0.116667,0.151734,0.106278,0.302550,0.189645,0.192084,0.107599,0.068560,0.129069,0.132894,0.131516,0.075772,0.045478,0.028739,0.008991,0.007416,0.028382,0.007044,0.003913,0.005717,0.000718,0.002375,0.005231,0.001944,0.001595,0.000338,0.002257,0.000846,0.000715,0.000475,0.000624,0.000048,0.000256,0.000090,0.000167,0.000058,0.000052,0.000022,0.000007,0.000016,0.000024,0.000011,0.000009,0.000011,0.000008,0.000013,0.000016,0.000026,0.000013,0.000015,0.000057,0.000033,0.000010,0.000019,0.000002,0.000001,0.000010,0.000019,0.000013,0.000013,0.000036,0.000035,0.000005,0.000013
1.005805,226.459469,426.770070,162.165020,17.778564,32.337568,9.887983,6.188678,25.719122,60.620190,14.761572,49.950562,35.504985,7.370166,1.832530,8.333605,6.801827,8.788912,5.918980,2.139776,1.479092,0.553333,2.315248,1.581873,1.769802,2.518227,3.552299,0.741063,0.880414,1.137162,0.923447,0.743330,0.269468,0.268684,1.094395,0.313793,0.078930,0.041106,0.054130,0.069026,0.034281,0.033855,0.053970,0.098455,0.065592,0.062414,0.031214,0.006867,0.017311,0.038117,0.031282,0.021098,0.023645,0.004799,0.008557,0.023758,0.027542,0.005686,0.016558,0.029227,0.012640,0.001455,0.005197,0.004893,0.004730,0.005869,0.020973,0.022116,0.019963,0.005785,0.008743,0.015896,0.004082,0.004823,0.013887,0.009639,0.010872,0.004674,0.006223,0.010578,0.005734,0.001056,0.001451,0.001271,0.001387,0.000148,0.005238,0.008803,0.003223,0.001900,0.004578,0.003908,0.003527,0.001182,0.000020,0.000593,0.000802,0.000648,0.000558,0.000141,0.000032,0.000047,0.000024,0.000007,0.000008,0.000029,0.000020,0.000021,0.000032,0.000016,0.000010,0.000006,0.000011,0.000027,0.000016,0.000006,0.000013,0.000035,0.000018,0.000012,0.000028,0.000071,0.000039,0.000020,0.000055,0.000043,0.000021,0.000014,0.000027,0.000006
1.055805,22.236445,943.286236,725.773226,2.975455,38.111208,2.430831,5.277074,13.036042,14.130653,10.357305,35.481447,36.187027,6.899330,3.404748,3.812094,0.404513,4.613633,4.779523,0.383969,0.554701,0.427061,1.179261,0.159075,0.406806,0.932739,1.120658,1.101653,0.602185,0.556067,0.515643,0.538925,0.450395,0.965918,0.517407,0.306360,0.094012,0.178972,0.365071,0.253753,0.046607,0.009198,0.026729,0.049025,0.043091,0.042077,0.070294,0.062157,0.018117,0.029784,0.049119,0.017488,0.010143,0.011165,0.008952,0.010983,0.002597,0.003895,0.004715,0.005386,0.003570,0.002692,0.002766,0.008662,0.011949,0.008870,0.006044,0.003940,0.006802,0.002871,0.006329,0.021429,0.022422,0.010241,0.001981,0.003931,0.012526,0.022682,0.016287,0.009177,0.005000,0.003046,0.003133,0.000952,0.003353,0.001374,0.000417,0.003619,0.002240,0.000826,0.000793,0.003921,0.001570,0.000156,0.000111,0.000143,0.000578,0.000649,0.000061,0.000042,0.000118,0.000163,0.000050,0.000021,0.000033,0.000033,0.000019,0.000019,0.000021,0.000018,0.000024,0.000005,0.000008,0.000005,0.000011,0.000024,0.000026,0.000010,0.000015,0.000006,0.000003,0.000028,0.000036,0.000023,0.000080,0.000038,0.000005,0.000008,0.000016,0.000008
1.105805,2223.547766,14881.253087,16098.624795,3258.441464,145.708940,51.970107,396.989596,42.880828,174.032364,43.405422,141.382124,200.793347,25.289429,2.581165,11.387752,26.106148,32.030664,29.416979,9.732634,7.384256,6.974198,1.664240,1.767070,3.160345,19.685196,35.304142,30.304478,8.382308,2.439147,1.782651,0.308076,0.718413,0.375555,0.932120,0.522459,0.343595,0.505733,0.331015,0.162447,0.144557,0.154642,0.110863,0.248688,0.111690,0.379599,0.575466,0.426895,2.087702,0.409461,0.204270,1.948748,2.362751,0.488564,1.052168,0.731372,0.923476,0.783526,0.383176,1.755340,1.307583,0.249919,1.317239,0.652151,0.923127,0.481268,0.921728,1.090908,0.195247,1.414372,1.104480,0.294361,1.018315,0.742327,0.612236,0.364511,0.960748,0.674893,0.707047,0.422419,0.466814,0.931523,0.413034,0.372530,0.199235,0.441235,0.276052,0.132184,0.154250,0.129621,0.051168,0.066815,0.072461,0.106079,0.004837,0.062354,0.023828,0.013240,0.005007,0.007170,0.005354,0.001575,0.001990,0.001668,0.000457,0.000221,0.000077,0.000023,0.000013,0.000008,0.000008,0.000020,0.000014,0.000038,0.000035,0.000014,0.000039,0.000032,0.000018,0.000005,0.000024,0.000032,0.000031,0.000029,0.000029,0.000041,0.000011,0.000005,0.000007,0.000006
1.155805,465.564428,2482.992818,1537.984808,39.298724,101.395872,29.942293,5.032304,44.936058,63.924242,32.553442,31.447426,41.167379,14.050838,9.646671,1.563670,2.526562,4.244185,21.544168,23.976759,4.982441,3.045862,2.026701,0.611266,0.875972,2.183369,5.175424,0.844894,3.331292,1.508222,1.094072,0.304583,1.651387,1.706479,1.086434,0.634907,0.307538,0.137902,0.222716,0.146078,0.215323,0.368228,0.277612,0.219240,0.134352,0.135727,0.343783,0.655192,0.627964,0.226258,0.075912,0.430068,0.696369,0.547182,0.132654,0.192024,0.281632,0.268866,0.334682,0.158645,0.082078,0.060010,0.174854,0.230039,0.480410,0.813093,0.323570,0.057111,0.106459,0.249406,0.261257,0.295624,0.308488,0.098044,0.302657,0.112876,0.055822,0.029797,0.174346,0.086396,0.049766,0.032328,0.020972,0.016868,0.045170,0.026297,0.030529,0.035057,0.039626,0.037112,0.037011,0.045454,0.057845,0.042448,0.021211,0.031199,0.032315,0.026635,0.023017,0.021919,0.021935,0.020688,0.019024,0.018832,0.019204,0.019326,0.019264,0.019372,0.019421,0.018603,0.017902,0.018113,0.018174,0.017941,0.017903,0.017904,0.017838,0.018089,0.018121,0.017838,0.017882,0.017928,0.017962,0.018024,0.018063,0.018085,0.017920,0.017696,0.017705,0.008887
1.205805,801.786931,2705.711957,891.713303,151.516465,29.802092,14.203509,11.463557,142.375363,152.129787,22.923625,11.544646,2.236879,2.562362,3.014982,3.043352,5.793133,7.506254,7.684610,6.889791,2.555296,0.344398,1.558938,1.086061,0.592753,0.915222,0.513000,0.486634,0.251422,0.640075,0.244474,0.394660,0.626540,1.596630,1.126655,0.317950,0.170175,0.177137,0.124291,0.121707,0.022831,0.016554,0.023535,0.007385,0.026870,0.029213,0.016234,0.005134,0.006085,0.021908,0.022835,0.021765,0.029174,0.008832,0.045562,0.033262,0.019420,0.033450,0.014261,0.009887,0.013648,0.045310,0.131527,0.028998,0.003739,0.055713,0.130023,0.127725,0.015648,0.016110,0.005121,0.002211,0.012052,0.006637,0.005188,0.006527,0.004910,0.005331,0.005108,0.001155,0.000974,0.000581,0.001560,0.001771,0.007757,0.011010,0.008548,0.009546,0.015553,0.005759,0.002033,0.000849,0.000092,0.000259,0.000317,0.000263,0.000059,0.000236,0.000178,0.000316,0.000538,0.000151,0.000045,0.000076,0.000022,0.000003,0.000004,0.000010,0.000027,0.000050,0.000043,0.000017,0.000032,0.000046,0.000010,0.000007,0.000019,0.000010,0.000007,0.000010,0.000024,0.000025,0.000004,0.000013,0.000017,0.000025,0.000008,0.000020,0.000021,0.000005
1.255805,180.155122,386.061521,123.876870,22.231842,11.900014,2.302510,6.644133,75.307481,63.841424,33.067515,103.173432,28.604032,9.301344,27.120516,13.148719,6.245639,16.663582,25.665007,8.373749,0.679781,0.926886,2.295892,2.528770,2.465737,0.663730,0.890306,1.230174,1.174048,1.348500,0.727930,0.441470,0.469491,1.811226,1.862880,0.475437,0.358208,0.399714,0.307400,0.476999,0.740011,0.505714,0.186139,0.088116,0.103325,0.280646,0.373538,0.301963,0.292835,0.271219,0.322764,0.262925,0.171562,0.149327,0.157536,0.211224,0.189457,0.111688,0.127049,0.173326,0.185645,0.191528,0.204140,0.159656,0.118320,0.053476,0.028881,0.077189,0.158671,0.155656,0.150865,0.189219,0.177694,0.155916,0.120306,0.063974,0.070181,0.088110,0.084590,0.086356,0.093856,0.103170,0.113976,0.102335,0.074715,0.085354,0.100023,0.072897,0.053828,0.061183,0.066288,0.064781,0.069880,0.063491,0.056843,0.066700,0.068084,0.063332,0.063879,0.061482,0.060126,0.062501,0.061790,0.058687,0.057861,0.058907,0.060214,0.059984,0.058484,0.057944,0.057797,0.057458,0.058089,0.058431,0.056835,0.055917,0.056166,0.056357,0.056207,0.055306,0.055045,0.056055,0.056627,0.055830,0.055833,0.056467,0.056032,0.055757,0.055456,0.027457
1.305805,3131.080925,12852.942069,7347.252131,171.283103,90.714181,25.129346,5.452310,47.930907,56.465651,12.720378,88.467754,69.303276,18.615897,9.781026,6.540841,0.503621,5.327789,14.505736,7.126610,5.030085,0.357667,0.772565,0.594505,0.638626,0.416568,1.117437,0.584573,0.121337,3.040233,5.799130,4.142867,0.682307,0.080692,0.120168,0.167092,0.419923,0.115503,0.362714,0.352829,0.183969,0.065952,0.034596,0.041906,0.167297,0.037273,0.021369,0.073640,0.078540,0.250962,0.290548,0.250935,0.129975,0.103671,0.031049,0.026430,0.052740,0.023237,0.041863,0.094762,0.038767,0.006251,0.000448,0.012698,0.034234,0.028437,0.016277,0.042988,0.030923,0.004326,0.001432,0.002586,0.009009,0.010596,0.012770,0.016872,0.001855,0.063689,0.050783,0.014142,0.028732,0.018340,0.021877,0.029410,0.024792,0.022502,0.006035,0.001591,0.003217,0.003401,0.001237,0.000757,0.002393,0.001087,0.000445,0.000620,0.000531,0.000062,0.000060,0.000171,0.000233,0.000086,0.000027,0.000060,0.000020,0.000003,0.000007,0.000004,0.000007,0.000005,0.000006,0.000007,0.000004,0.000007,0.000015,0.000064,0.000048,0.000017,0.000009,0.000007,0.000001,0.000006,0.000027,0.000038,0.000057,0.000042,0.000011,0.000017,0.000041,0.000015
1.355805,851.544457,2074.524490,1002.660270,75.366691,17.218013,31.616017,32.453353,56.261972,34.364011,31.140194,74.841816,37.273327,11.324380,12.545191,2.007788,8.114973,3.518965,0.661409,0.364763,0.957697,2.928529,1.714354,1.209196,1.102438,0.595945,0.832413,1.413769,0.758547,0.319426,0.643639,0.372293,0.411793,0.432784,0.171228,0.126627,0.139511,0.695237,0.720172,0.190736,0.085121,0.069418,1.076576,1.340142,0.356388,0.046837,0.025063,0.032620,0.068919,0.095449,0.062946,0.029328,0.054674,0.028551,0.005727,0.000754,0.002410,0.005314,0.017351,0.022875,0.012913,0.006367,0.008192,0.003723,0.003430,0.001504,0.005694,0.006664,0.003041,0.001568,0.007027,0.010216,0.004542,0.007055,0.011923,0.009153,0.019075,0.041787,0.058490,0.284843,0.621844,0.956568,3.129272,1.925953,0.931407,0.720229,0.174379,0.071319,0.005453,0.002006,0.001477,0.002539,0.003389,0.001442,0.001041,0.000713,0.000875,0.000482,0.000191,0.000084,0.000086,0.000637,0.001311,0.001693,0.000880,0.000326,0.000208,0.000025,0.000017,0.000024,0.000059,0.000043,0.000011,0.000011,0.000013,0.000015,0.000019,0.000010,0.000017,0.000013,0.000019,0.000020,0.000076,0.000074,0.000016,0.000010,0.000021,0.000033,0.000035,0.000068
1.405805,33.394113,383.560284,387.004781,34.393264,5.657668,2.527192,13.219871,34.811746,19.355823,85.783669,321.806709,120.057757,1.956209,3.310228,1.821626,1.208580,1.789142,5.356566,6.782684,1.826385,0.580115,1.458654,0.757752,1.082718,0.682613,0.258513,0.651083,1.017601,0.072407,0.046331,0.171207,1.589011,1.769336,1.030750,0.443640,0.234848,0.369817,0.392525,0.137648,0.083736,0.146247,0.216091,0.180168,0.225892,0.222322,0.018706,0.119615,0.123294,0.065589,0.053113,0.029262,0.009764,0.005002,0.000570,0.001635,0.012029,0.018653,0.002426,0.010300,0.026099,0.025812,0.013233,0.012538,0.021624,0.008003,0.023783,0.038976,0.018580,0.011924,0.011435,0.024987,0.006247,0.004118,0.020478,0.028448,0.051894,0.070347,0.008939,0.013032,0.030317,0.041219,0.021008,0.015789,0.062091,0.031686,0.027383,0.012717,0.001324,0.000710,0.001582,0.000559,0.000403,0.000437,0.000177,0.000144,0.000162,0.000100,0.000289,0.000096,0.000035,0.000299,0.000244,0.000183,0.000072,0.000029,0.000032,0.000041,0.000059,0.000070,0.000025,0.000035,0.000007,0.000006,0.000010,0.000010,0.000016,0.000009,0.000002,0.000005,0.000012,0.000010,0.000065,0.000067,0.000004,0.000004,0.000002,0.000024,0.000009,0.000002
